Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
257.209, 1.05044e-07, 51.8005, 1.00823e+06, 2.37738
1650.25, 0.157131, 11662.7, 1.00489e+06, 13.854
1477.91, 0.109884, 9766.53, 1.00132e+06, 19.3098
1782.43, 0.169439, 7101.37, 998043, 11.0132
1801.34, 0.192038, 7740.32, 997854, 13.8499
1608.26, 0.227392, 8958.03, 995251, 20.7483
1936.93, 0.374729, 9707.46, 993989, 14.977
2014.52, 0.492969, 12064.2, 993818, 22.6621
1885.69, 0.663101, 14188.9, 992353, 24.0701
2356.88, 1.21219, 15368.4, 990614, 24.0408
2432.58, 1.88742, 21142.9, 990140, 35.318
2432.94, 2.87467, 20602.2, 982471, 39.8284
2786.27, 4.29501, 19832.5, 977056, 29.9495
2297.57, 3.74696, 10372.2, 967211, 30.9232
2206.49, 3.67931, 6143.5, 962648, 24.4471
2115.65, 3.58261, 6256.47, 962353, 26.1687
2081.35, 3.56165, 4800.68, 960661, 23.002
2046, 3.5287, 2854.26, 958373, 15.8709
2023.18, 3.51582, 2349.11, 957623, 13.7394
1996.83, 3.50068, 2398.43, 957364, 14.3443
1978.12, 3.49496, 1920.28, 956657, 11.8522
1958.16, 3.48939, 1888.67, 956330, 11.7929
1939.66, 3.48916, 2143.62, 956305, 13.91
1924.44, 3.49051, 2006.97, 955879, 13.1097
1912.72, 3.49503, 1501.41, 955613, 9.62173
1897.68, 3.50373, 1856.78, 955398, 12.5207
1886.22, 3.51376, 1921, 955190, 13.2813
1876.93, 3.52416, 1636.84, 954639, 11.1037
1867.89, 3.53776, 1617.74, 954377, 11.1844
1858.89, 3.55414, 1915.19, 954125, 13.2943
1851.55, 3.56871, 1813.03, 953992, 12.6193
1844.13, 3.58706, 2080.7, 953957, 14.2565
1837.99, 3.60319, 1811.8, 953672, 12.7044
1832.18, 3.62397, 1954.02, 953306, 13.5415
1827.55, 3.64207, 1625.82, 952507, 11.3368
1822.96, 3.66353, 1662.35, 952256, 11.4008
1819.45, 3.68367, 1376.39, 951959, 9.01502
1815.85, 3.70729, 1370.66, 951674, 8.58063
1812.55, 3.7344, 1513.27, 951316, 9.63807
1809.9, 3.75794, 1412.7, 950947, 8.64689
1807.8, 3.77999, 1174.94, 950943, 6.1818
1805.41, 3.81245, 1384.41, 950828, 7.55397
1802.96, 3.84795, 1940.22, 950623, 10.8515
1799.79, 3.86948, 1482.44, 949904, 8.567
1797.7, 3.89765, 1424.66, 949580, 8.13199
1795.8, 3.92882, 1603.52, 949463, 9.07778
1794.57, 3.95836, 1438.44, 949272, 8.13635
1792.64, 3.98972, 1548.51, 949087, 8.59111
1792.11, 4.02843, 1909.34, 948930, 10.61
1790.42, 4.05842, 1883.67, 948617, 10.5475
1790.65, 4.09714, 2146.38, 948591, 12.0022
1789.12, 4.12688, 1899.23, 948069, 10.8363
1789.85, 4.15908, 1361.32, 947536, 7.63565
1789.02, 4.19917, 1721.03, 947341, 9.52773
1791.94, 4.24188, 1754.75, 947330, 9.69611
1790.58, 4.27194, 1514.97, 946826, 7.86537
1803.2, 4.33218, 1603.49, 946404, 7.61111
1799.06, 4.36982, 1690.51, 946178, 8.48902
1791.76, 4.39617, 1510.44, 945727, 7.67702
1784.79, 4.42395, 1610.14, 945609, 8.2031
1781.31, 4.46124, 2023.33, 945498, 10.1327
1782, 4.5002, 2028.52, 945212, 10.1962
1783.46, 4.53769, 1647.25, 944571, 8.20196
1784.73, 4.56874, 1609.47, 944320, 5.51674
1788.65, 4.61597, 1617.81, 944092, 6.59595
1790.61, 4.65551, 1784.77, 943940, 4.53341
1781.35, 4.68853, 1859.41, 943528, 6.06023
1782.18, 4.73466, 2013.58, 943300, 7.14199
1781.97, 4.77427, 1765.5, 942823, 7.00674
1784.01, 4.82257, 1964.02, 942684, 7.90609
1781.63, 4.85897, 1686.28, 942143, 7.31526
1781.26, 4.90281, 1881.39, 941851, 8.00917
1780.4, 4.94032, 1617.47, 941410, 7.17399
1780.21, 4.98263, 1746.58, 941233, 7.50506
1781.02, 5.02226, 1492.33, 940723, 6.42191
1781.61, 5.06458, 1577.77, 940350, 6.49895
1783.47, 5.11408, 1871.63, 940344, 7.54179
1783.44, 5.15357, 1757.89, 940144, 7.164
1785.64, 5.20414, 1967.03, 940060, 7.86334
1786.32, 5.24539, 1754.21, 939578, 7.05643
1788.92, 5.29581, 1872.14, 939230, 7.42583
1790.12, 5.33668, 1681.09, 938769, 6.50123
1793.38, 5.37828, 1648.11, 938473, 4.79601
1796.9, 5.43261, 1589.16, 938135, 5.47971
1800.92, 5.48455, 1555.37, 937819, 5.30466
1803.79, 5.53858, 1830.21, 937632, 5.89435
1793.44, 5.56766, 1523.19, 937148, 5.37815
1788.15, 5.60471, 1568.74, 936874, 5.47547
1793.15, 5.65738, 1404.88, 936665, 4.82941
1794.67, 5.70591, 1550.97, 936532, 4.93426
1793.78, 5.75809, 1836.72, 936342, 5.66289
1790.94, 5.79494, 1711.12, 935801, 5.58791
1793.29, 5.83958, 1410.68, 935310, 4.62666
1793.86, 5.88387, 1392.89, 935145, 4.36011
1796.67, 5.94022, 1562.14, 935038, 4.62095
1794.01, 5.98547, 1926.55, 934858, 5.53953
1793.34, 6.03699, 1792.38, 934401, 5.48294
1790.48, 6.07351, 1454.91, 933902, 4.64967
1792.76, 6.12719, 1577.7, 933730, 4.63501
1795.27, 6.1819, 1724.71, 933415, 5.02454
